ID-Global;ID;Article_Number;Article_Name;Summary_Consistency;Article_Olaf_Scholz;Article_SPD;Article_Robert_Habeck;Article_die_Gruenen;Article_Christian_Lindner;Article_FDP;Article_the_coalition_breakdown;Summary_Olaf_Scholz;Summary_SPD;Summary_Robert_Habeck;Summary_die_Gruenen;Summary_Christian_Lindner;Summary_FDP;Summary_the_coalition_breakdown;Comparison_Olaf_Scholz;Comparison_SPD;Comparison_Robert_Habeck;Comparison_die_Gruenen;Comparison_Christian_Lindner;Comparison_FDP;Comparison_the_coalition_breakdown
411;26;36;Regierung am Ende - Scholz entlässt Lindner;1;1;1;0;0;-1;-1;-1;1;1;1;1;-1;-1;-1;1;1;-1;-1;1;1;1
412;27;37;"Liberale Utopie; Nach dem Ende der Ampel-Koalition steht die Partei vor einem Imageproblem. Es droht die politische Marginalisierung.";1;-1;-1;;-1;-1;-1;1;1;0;0;0;-1;-1;1;-1;-1;-1;-1;1;1;1
413;28;38;"Mietpreisbremse vor dem Aus?; Spätestens Ende 2025 läuft in den Bundesländern die Begrenzung aus. Nach dem Bruch der Ampel-Koalition wird eine Verlängerung immer unwahrscheinlicher.";1;;;;;;;;;0;;0;;-1;-1;0;-1;0;-1;0;-1;-1
414;29;39;"Liberale Hybris; Nach dem Ende der Ampel-Koalition steht die Partei vor einem Imageproblem. Es droht die politische Marginalisierung.";1;-1;-1;;-1;-1;-1;1;1;0;0;0;-1;-1;1;-1;-1;-1;-1;1;1;1
415;30;42;AMPEL-SPLITTER;1;-1;0;;0;-1;-1;-1;;;;;;;-1;0;0;0;0;0;0;1
416;31;43;"Besser wäre eine konzentrierte politische TV-Berichterstattung; Zur Diskussion um die Reform des öffentlich-rechtlichen Fernsehens und dessen Verhalten bei der Berichterstattung über die Wahlen in den USA und das Ende der Ampel-Koalition in Berlin meldet sich ein Leser zu Wort.";1;;;;;;;0;;;;;;;;0;0;0;0;0;0;0
417;32;44;Was wird aus der Mietpreisbremse?;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
418;33;45;Auf dem Spiel steht viel;1;-1;0;0;0;-1;-1;-1;-1;0;0;0;-1;-1;-1;1;1;1;1;1;1;1
419;34;46;Deutsche Ampel gescheitert;1;1;1;0;0;-1;-1;-1;-1;-1;;;-1;-1;-1;-1;-1;0;0;1;1;1
420;35;48;Steht die Mietpreisbremse vor dem Aus?;1;0;0;0;1;0;-1;-1;;0;;0;;-1;-1;0;1;0;-1;0;1;1
421;36;49;Reizen bis zum Rausschmiss;1;-1;-1;0;0;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
422;37;50;Wahlkampf mit Vernunft führen;1;-1;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;1;1;1
423;38;51;"Wer die Schuld am Ampel-Aus trägt; Koalitionsbruch Das sagen Abgeordnete des Wahlkreises Delmenhorst, Wesermarsch, Oldenburg-Land";1;-1;-1;;1;-1;-1;-1;-1;-1;;1;-1;-1;-1;1;1;0;1;1;1;1
424;39;53;Ökonom: Firmen können politischen Wandel nutzen;1;;;;;;;-1;;;;;;;0;0;0;0;0;0;0;-1
425;40;1;"""Es ist möglich - und da müssen jetzt alle arbeiten""; Kanzler Scholz appelliert im Ringen um Ausweg aus Koalitionskrise an Pflichtgefühl / Habeck macht Zugeständnis bei Intel-Milliarden, FDP antwortet mit Kritik";1;0;;;;;;;0;;;;;;;1;0;0;0;0;0;0
426;41;11;"Schicksalstag für die Ampel; Deutschland: Dramatisches Ringen um Auswege aus Koalitionskrise - FDP fordert Wirtschaftswende";1;0;-1;0;-1;1;1;-1;0;;;;;;;1;0;0;0;0;0;0
427;42;13;"Der Präsident wird zum Verfassungsanker; Koalitionskrise Bevor Frank-Walter Steinmeier Neuwahlen zulässt, kann und muss er sehr genau hinschauen";1;0;-1;0;0;0;-1;-1;;;;;;;;0;0;0;0;0;0;0
428;43;14;"Platzt die Berliner Ampel-Regierung heute Abend?; Koalition Koalitionsausschuss tagt   Zuvor sind Treffen zwischen Scholz, Habeck und Lindner geplant";1;0;0;0;0;0;0;-1;1;0;0;0;0;0;-1;-1;1;1;1;1;1;1
429;44;15;Gipfeltreffen zur Krise der Ampel;1;-1;-1;-1;-1;0;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;1
430;45;16;Ampel ringt um Fortbestand;1;0;-1;0;-1;1;1;-1;1;-1;0;-1;0;-1;-1;-1;1;1;1;-1;-1;1
431;46;17;Scholz: Einigung im Ampel-Streit möglich;1;1;0;0;0;-1;-1;-1;1;-1;0;-1;0;-1;-1;1;-1;1;-1;-1;1;1
432;47;18;Zeit für Teamchef Mattle;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
433;48;19;"Scholz stellt die Vertrauensfrage; Bundesregierung Die Ampel-Krise spitzt sich dramatisch zu. Der Kanzler entlässt den Finanzminister.";1;0;;;;;;;1;1;;1;-1;-1;-1;-1;-1;0;-1;-1;-1;-1
434;49;20;"Unter der Oberfläche brodelt es weiter; Landesregierung: Bei Krach im Landtag mit Koalitions-Aus gedroht - SVP-Fraktionssprecher Stauder wiegelt ab: Es gibt keine Krise";1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
435;50;22;In Deutschland ist die Ampel aus;1;1;1;;;-1;-1;-1;1;1;;;-1;-1;-1;1;1;0;0;1;1;1
436;51;23;"Scholz entlässt Finanzminister Lindner; Am 15. Januar will der Kanzler im Bundestag die Vertrauensfrage stellen. Der FDP-Chef schlug zuvor eine Neuwahl vor.";1;1;1;0;0;-1;-1;-1;1;0;0;0;-1;-1;-1;1;-1;1;1;1;1;1
437;52;26;Danke, Christian Lindner;1;-1;;;;-1;-1;1;1;0;;;-1;-1;1;-1;-1;0;0;1;1;1
438;53;28;Lostag für die deutsche Ampel;1;-1;-1;-1;-1;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
439;54;29;Ampel-Aus gefährdet Deutsche-Bahn-Sanierung;1;-1;-1;-1;-1;-1;-1;-1;;;;;;;-1;0;0;0;0;0;0;1
440;55;30;"Wenn die Medaille nicht zum Leben reicht; Das Land wünscht sich sportliche Erfolge   Doch bisherige Rahmenbedingungen lassen auch Spitzensportler verzweifeln";1;0;0;;;;;-1;0;0;;;;;;1;1;0;0;0;0;0
441;56;33;Regierung am Ende - Scholz entlässt Lindner;1;1;1;0;0;-1;-1;-1;1;1;0;0;-1;-1;-1;1;1;1;1;1;1;1
442;57;36;"Ampeldämmerung in Berlin; Bundesregierung Die Koalition ringt um Auswege aus ihrer Krise. Die FDP stellt Forderungen.";1;0;0;1;1;0;0;-1;1;-1;0;-1;0;-1;-1;-1;-1;-1;-1;1;-1;1
443;58;38;Scholz: Jetzt müssen alle arbeiten;1;0;0;1;1;-1;-1;-1;0;;;;;;;1;0;0;0;0;0;0
444;59;39;Schlammschlacht nach dem Ampel-Aus;1;-1;0;0;0;-1;-1;-1;-1;-1;0;0;-1;-1;-1;1;-1;1;1;1;1;1
445;60;40;"Deutschland darf nicht ""ausfallen""";1;-1;0;-1;1;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
446;61;42;",So, doof"" oder wie die Ampel endete";1;-1;0;0;0;-1;-1;-1;-1;-1;0;0;-1;-1;-1;1;-1;1;1;1;1;1
447;62;43;Ampel-Aus im News-Ticker: Bundeskanzler überraschend verhandlungsbereit bei Termin für Neuwahl;1;1;1;;1;-1;-1;-1;1;1;0;0;-1;-1;-1;1;1;-1;-1;1;1;1
448;63;44;Zähes Ringen: Hält die Regierung noch zusammen?;1;0;0;;0;0;0;-1;0;;;;;;;1;0;0;0;0;0;0
449;2;1;German government in collapse: Chancellor Scholz fires finance minister, sparking crisis;1;-1;-1;0;0;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;1;1;1;1;1
450;3;2;German government collapses and shakes a European left in crisis;1;-1;-1;;;-1;-1;-1;-1;-1;;;;;-1;1;1;0;0;0;0;1
451;4;3;Senior figure with Scholz's ex-allies quits over 'D-Day' paper on German government collapse;1;0;0;;0;-1;-1;-1;1;1;;;-1;-1;-1;-1;-1;0;0;1;1;1
452;5;4;German government collapses after Olaf Scholz sacks finance minister;1;-1;0;0;0;-1;-1;-1;0;0;;;;;;-1;1;0;0;0;0;0
453;6;5;German government collapses Scholz faces vote and elections;1;-1;0;0;0;-1;-1;-1;-1;-1;0;0;-1;-1;-1;1;-1;1;1;1;1;1
454;7;6;German government collapses after Scholz sacks finance minister;1;-1;-1;-1;-1;-1;-1;-1;0;0;;;;;;-1;-1;0;0;0;0;0
455;8;7;German government collapses after Olaf Scholz sacked its finance minister and early elections expected in March;1;0;0;0;0;-1;-1;-1;0;0;0;0;-1;-1;-1;1;1;1;1;1;1;1
456;9;8;"Nationalised German gas group Uniper starts repaying (EURO)13.5bn bailout; Energy";1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
457;10;12;Political crises in France and Germany weaken EU as it awaits Trump;1;-1;-1;;;;;-1;-1;-1;;;;;-1;1;1;0;0;0;0;1
458;11;13;"Focusing on what mattered to voters worked for Trump; Letters to the editor";1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
459;12;14;Keir Starmer left reeling following collapse of Brexit ally's government - hours after Donald Trump victory;1;-1;-1;;;;;-1;-1;;;;-1;;-1;1;0;0;0;-1;0;1
460;13;15;Vote topples government of EU’s 2nd-largest economy;1;;;;;;;0;;;;;;;0;0;0;0;0;0;0;1
461;14;16;German government’s coalition collapses after minister is sacked;1;0;;;;;;;0;0;;;;;;1;-1;0;0;0;0;0
462;15;17;Austria to ask EU to take action if German gas storage fee not lifted;1;-1;0;-1;1;-1;1;-1;;;;;;;;0;0;0;0;0;0;0
463;16;18;The collapse of the German government, by Editorial;1;-1;0;0;0;-1;-1;-1;-1;-1;0;0;-1;-1;-1;1;-1;1;1;1;1;1
464;17;19;Germany 'will tell migrants they must adopt local cultural values, 'not the other way around', and turn non-European refugees away at the border';1;-1;-1;;;;;-1;-1;-1;;-1;;;-1;1;1;0;-1;0;0;1
465;18;20;Trump election adds to EU economic urgency;1;;;;;;;-1;;;;;;;-1;0;0;0;0;0;0;1
466;19;21;Germany is trying to combat antisemitism. Experts warn a new resolution may do the opposite;1;-1;-1;;0;;;-1;;;;;;;;0;0;0;0;0;0;0
467;20;22;"EU strains exposed at Budapest summit; Hungary Orbán urges rethink of European model amid fears of global schism";1;-1;;-1;-1;;;-1;-1;;;;;;-1;1;0;0;0;0;0;1
468;21;23;Germany and France leave dangerous EU power vacuum;1;-1;-1;0;0;-1;-1;-1;-1;-1;0;0;-1;-1;-1;1;1;1;1;1;1;1
469;22;26;Bundesbank's Nagel warns that Trump's tariff plans could cost Germany 1% of its GDP;1;-1;-1;;;;;-1;-1;;;;;;-1;1;0;0;0;0;0;1
470;23;27;"Scholz and opposition agree to snap elections in February; Germany";1;0;1;;;;;;1;1;;0;-1;-1;-1;-1;1;0;-1;-1;-1;-1
471;24;31;Scholz gets nod from SPD to run again for chancellor;1;-1;0;0;0;-1;-1;-1;-1;0;0;0;-1;-1;-1;1;1;1;1;1;1;1
472;25;32;German crisis: the 'black swan' that erupts at the close of a year marked by politics;1;-1;0;0;0;-1;-1;0;0;0;;;;;;-1;1;0;0;0;0;0
473;26;33;Street criminals claim yet another life in Karachi;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
474;27;34;Why should David Lammy apologise? Trump has said far worse;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
475;28;35;OPINION - A government of service? Starmer's new ministerial code provides some clues;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
476;29;36;Lammy should not apologise but perhaps Trump ought to;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
477;30;37;American Conscience;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
478;31;38;Bernadette McAliskey: Winter's bleak prospects call for hope and unity;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
479;32;39;KU VC inaugurates physical therapy unit, fitness gym at KU Medical Center;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
480;33;40;Berlin heading for weeks of paralysis after coalition fails;1;-1;-1;;-1;-1;-1;-1;-1;-1;0;0;-1;-1;-1;1;1;-1;-1;1;1;1
481;34;42;The president of Azerbaijan called fossil fuels a 'gift from God'. Ed Miliband nearly swallowed his teeth;1;;;;;;;-1;;;;;;;-1;0;0;0;0;0;0;1
482;35;44;QUENTIN LETTS: The president of Azerbaijan called fossil fuels a 'gift from God'. Ed Miliband nearly swallowed his teeth;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
483;36;45;Finance Minister Aurangzeb urges reforms to avoid IMF loan in future;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
484;37;46;OICCI leads pre-COP29 dialogue on private sector climate action;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
485;38;47;"Time for Europe and Ireland to get their houses in order; We have the finance and skills to unlock our economic potential, but greater effectiveness is needed to deliver it";1;;;;;-1;-1;-1;;;;;;;-1;0;0;0;0;0;0;1
486;39;48;With $50 million export plans by 2030, Nestlé Pakistan backs govt's economic ambitions;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
487;40;49;US stocks hit fresh records as European bourses retreat;1;;;;;-1;-1;-1;;;;;;;-1;0;0;0;0;0;0;1
488;41;50;Olaf Scholz rejects call for confidence vote after coalition collapse;1;-1;-1;0;0;-1;-1;-1;-1;;0;0;-1;-1;-1;1;0;1;1;1;1;1
489;42;51;Germany collapses into chaos as centre-left chancellor's coalition falls apart after he sacks finance minister;1;-1;-1;0;0;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
490;43;52;No-confidence vote topples French government, plunges country into chaos;1;;;;;-1;-1;0;;;;;;;;0;0;0;0;0;0;0
491;44;54;Closure of NJ, reduced generation from Guddu, plant, system constraints result in Rs43b loss;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
492;45;55;Eighth edition of Pakistan Industrial Expo from 9th;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
493;46;56;"Chief of Airbus unit says Trump win is 'wake-up call' for Europe amid any US-China conflict; Aerospace & defence";1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
494;47;60;Tackling Climate Change;1;-1;0;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
495;48;61;German opposition leader plans climate action reverse and immigration controls as Scholz paves way for election – as it happened;1;0;0;0;0;-1;-1;-1;-1;-1;;;-1;-1;-1;-1;-1;0;0;1;1;1
496;49;62;Asif claims third IBSF World Snooker title, making history for Pakistan;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
497;50;63;Discos seek Nepra's nod for transfer of additional Rs8.71b to consumers;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
498;51;64;FCA for Sept: Nepra directs Discos to reimburse Rs1.27 per unit to consumers;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
499;52;65;Sindh govt okays Rs232 million for MDCAT retake;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
500;53;66;Punjab shuts schools in smog-hit cities;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
501;54;67;Orban,;1;;;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
502;55;68;COMMENT: Political, economic and security headaches Trump Europe's mounting problems;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
503;56;69;Share your thoughts about the collapse of the German coalition government and the snap election;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
504;57;70;Olaf Scholz makes statement on current German Bundestag situation after government collapse;1;-1;-1;-1;-1;-1;-1;-1;0;0;;;;;;-1;-1;0;0;0;0;0
505;58;71;CM Murad, ADB Country Head discuss $1.3 billion development projects;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
506;59;72;Trump and the lure of the strongman;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
507;60;76;German coalition government collapses, early election expected in March;1;-1;0;0;0;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;1;1;1;1;1;1
508;61;77;PM announces 100MW power supply, Rs1 billion endowment fund for GB;1;;;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
509;62;78;Security jitters as cloud hangs over US support for Ukraine, Nato;1;;;;;-1;-1;-1;;;;;;;-1;0;0;0;0;0;0;1
510;63;79;"She Was the Most Powerful Woman in the World. And She Isn't Ready to Say Sorry.; Guest Essay";1;;;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
511;64;80;The Greatest Comeback;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
512;65;81;Senator Sherry calls for internationally determined contributions at COP29;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
513;66;82;IIOJK Election 2024;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
514;67;83;Merkel Isn't Ready to Say Sorry;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
515;68;84;She Was the Most Powerful Woman in the World. And She Isn't Ready to Say Sorry.;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
516;69;85;Germany to hold new elections on February 23;1;-1;-1;;;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
517;70;86;German investor confidence worsens in the face of Trump's victory and political crisis in Germany;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
518;71;87;What to do in the face of the trumpist calamity;1;1;1;1;1;;;0;;;;;;;;0;0;0;0;0;0;0
519;72;88;It is high time to take to streets, PTI reacts to alleged abductions;1;;;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
520;73;90;"She Was the Most Powerful Woman in the World. And She Isn’t Ready to Say Sorry.; Guest Essay";1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
521;74;91;"We need a new start-up era; The US election has serious consequences for Germany, warns economist Markus Brunnermeier. It is high time for a change in mentality";1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
522;75;92;"We need a new start-up era; The US election has serious consequences for Germany, warns economist Markus Brunnermeier. It is high time for a change in mentality";1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
523;76;93;Brussels anxiously seeks clues about Trump intentions;1;;;;;;;-1;;;;;;;-1;0;0;0;0;0;0;1
524;77;94;Shift in global balance of power raises hope for lasting peace;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
525;78;95;Investor confidence in Germany falls in November;1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
526;79;96;Eurozone ZEW economic sentiment falls in November due to Trump victory;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
527;80;97;Euro zone yields drop amid investor fears;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
528;81;98;Olaf Scholz addresses Bundestag;1;-1;-1;;;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
529;82;99;Olaf Scholz attends Minister of Education and Research appointment;1;-1;-1;;;-1;-1;-1;-1;-1;;-1;-1;-1;-1;1;1;0;-1;1;1;1
530;83;100;Angela Merkel exclusive: Donald Trump, Vladimir Putin and me;1;-1;-1;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
531;84;101;Trump's win should be a reality check for our leaders;1;;;;;1;1;-1;;;;;;;;0;0;0;0;0;0;0
532;85;102;Letters: Trump's win should be a reality check for our leaders;1;;;;;1;1;0;;;;;;;;0;0;0;0;0;0;0
533;86;103;"Stay www.firm.Be however you are as a person. And especially don't be afraid. Don't be afraid""; Angela Merkel on Putin, Brexit, her childhood in East Germany ? and how to deal with Donald Trump";1;-1;-1;;;;;-1;;;;;;;;0;0;0;0;0;0;0
534;87;104;Keir Starmer joins European leaders as they come to terms with Donald Trump's return to the White House - but PM suffers blow in quest for action on illegal migration as government of German ally Scholz collapses;1;-1;-1;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;-1;-1;1;1;1
535;88;105;USA - Still a Land of Opportunities;1;;;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
536;89;106;Political collapse in the Franco-German axis sends the EU into a tailspin;1;-1;-1;;;;;-1;;;;;;;;0;0;0;0;0;0;0
537;90;107;Europe finally faces up to migrant crisis: Germany looks set to vote in anti-migrant chancellor, France blames soft UK for Channel crossings, Ireland faces homeless crisis... while hard-right Meloni HAS tackled the problem;1;-1;-1;;;0;0;-1;;;;;;;;0;0;0;0;0;0;0
538;91;108;US, Germany to stick with Philippines in South China Sea despite political shake-ups;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
539;92;109;Even before Trump and his tariffs, Europe is in trouble;1;-1;;-1;-1;-1;-1;-1;-1;-1;;;-1;-1;-1;1;-1;0;0;1;1;1
540;93;110;Scholz government collapses and Germany heads for early elections;1;-1;-1;0;0;-1;-1;-1;-1;-1;;-1;-1;-1;-1;1;1;0;-1;1;1;1
541;94;111;HUNGARY: GERMAN COMPANIES WORRY ABOUT GROWING COSTS AND DECREASING CONSUMPTION;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
542;95;112;Berlin in crosshairs;1;-1;;;;0;0;-1;;;;;;;;0;0;0;0;0;0;0
543;96;113;Conservative opposition leader insists on confidence vote for Scholz on Wednesday;1;-1;-1;;-1;;-1;-1;-1;-1;;;;;-1;1;1;0;0;0;0;1
544;97;114;Oil prices slump as Trump vows to ‘drill, baby, drill’;1;-1;;;;0;;-1;;;;;;;;0;0;0;0;0;0;0
545;98;115;Almost £1.5bn wiped off shops and pubs as jobs tax raid looms;1;0;0;;0;0;0;-1;;;;;;;;0;0;0;0;0;0;0
546;99;116;China's tariff troubles pale beside Germany's economic woes;1;-1;;;;0;0;-1;;;;;;;;0;0;0;0;0;0;0
547;100;117;Wednesday briefing: How fan violence became a political football;1;;;;1;;;-1;;;;;;;;0;0;0;0;0;0;0
548;101;118;Germany's coalition government crumbles and Chancellor Scholz plans to govern in minority;1;1;1;1;1;-1;-1;-1;0;1;;;;;;-1;1;0;0;0;0;0
549;102;119;Europe’s economic problems compounded by lack of strong leadership;1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
550;103;120;COP or Flop - What is Next for Climate Diplomacy;1;-1;-1;0;1;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
551;104;121;National can be relieved at latest poll;1;-1;;;0;;;-1;;;;;;;;0;0;0;0;0;0;0
552;105;122;Luxon can be relieved at latest poll;1;-1;-1;;0;;;-1;;;;;;;;0;0;0;0;0;0;0
553;106;123;Joe Biden wants to give Donald Trump a world at open global war;1;-1;;;;;;-1;-1;-1;;;;;-1;1;-1;0;0;0;0;1
554;107;124;"Euro trashed - even before Trump's tariffs; Comment";1;-1;0;-1;-1;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
555;108;126;Germany's leader expected to lead country with minority government after coalition collapse;1;1;0;;;-1;-1;-1;1;1;;;;;;1;-1;0;0;0;0;0
556;109;127;EU to try to convince Trump to support Ukraine and not to engage in a trade war;1;;;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
557;110;128;Foreign challenges will test new administration;1;-1;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
558;111;129;Change of elevation, by Enric Juliana;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
559;112;130;Germany coalition collapses after Scholz fires key minister;1;1;1;0;1;-1;-1;-1;0;1;;;;;;-1;1;0;0;0;0;0
560;113;131;Germany marks 35 yrs since fall of wall;1;-1;-1;;;;;-1;-1;-1;;;;;-1;1;1;0;0;0;0;1
561;114;132;Europe prepares for the Trump era and Orban bets on gaining prominence;1;-1;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
562;115;133;Activists look to Britain for climate leadership as Trump's win casts long shadow over crucial UN talks;1;-1;;;0;;;-1;;;;;;;;0;0;0;0;0;0;0
563;116;134;"'Whether Trump wants to jump on board or not, the climate train is moving'; Cop29 activists look to Britain for summit leadership in Baku as US election outcome casts a long shadow over crucial talks";1;-1;;;0;;;-1;;;;;;;;0;0;0;0;0;0;0
564;117;135;Activists look to Britain for climate leadership as Trump's win casts long shadow over crucial UN talks;1;-1;;;0;;;-1;;;;;;;;0;0;0;0;0;0;0
565;118;1;"German government coalition collapses; early elections expected by end of March 2025";1;-1;0;0;0;-1;-1;-1;0;0;;;;;;-1;1;0;0;0;0;0
566;119;2;Senior figure with Scholz's ex-allies quits over 'D-Day' paper on German government collapse;1;0;0;;0;-1;-1;-1;0;0;;;;;;1;1;0;0;0;0;0
567;120;3;Senior figure with Scholz's ex-allies quits over 'D-Day' paper on German government collapse;1;0;0;;0;-1;-1;-1;0;0;;;;;;1;1;0;0;0;0;0
568;121;5;Coalition collapse leaves German government without US coordinator;1;-1;-1;;;-1;-1;-1;-1;;;;-1;0;-1;1;0;0;0;1;-1;1
569;122;7;Coalition collapse leaves German government without US coordinator;1;-1;-1;;;-1;-1;-1;-1;;;;-1;0;-1;1;0;0;0;1;-1;1
570;123;8;350.Org Reacts: Germany Faces Snap Election After Climate-Delaying Finance Minister is Sacked;1;1;1;;1;-1;-1;-1;1;1;;1;-1;-1;-1;1;1;0;1;1;1;1
571;124;9;German government on brink of collapse as Scholz sacks 'small-minded' finance minister after furious tirade;1;-1;0;1;1;-1;-1;-1;0;1;1;1;-1;-1;-1;-1;-1;1;1;1;1;1
572;125;10;German ZEW Economic Confidence Deteriorates;0;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
573;126;11;Germany to issue more professional visas in 2024 to fill its 1.34 million job vacancies: Report;1;;;;0;;;-1;;;;;;;;0;0;0;0;0;0;0
574;127;12;Dollar slips, handing back gains ahead of Fed meeting;1;-1;;;;-1;-1;-1;0;0;;0;;0;-1;-1;-1;0;-1;0;-1;1
575;128;17;European Shares Slide As China Approves $838bn Debt Swap;1;-1;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
576;129;18;Mike Amesbury MP charged with assault after 'man punched in street';1;-1;0;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
577;130;19;"DAX Index Plunges on Bayer Drag; German Economic Sentiment Tumbles";1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
578;131;20;Germany's 2030 electric car target to fall short, projection shows;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
579;132;21;Germany's 2030 electric car target to fall short, projection shows;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
580;133;22;-Morningstar DBRS Comments on UniCredit's Public Tender Offer for Banco BPM;1;;;;;;;-1;;;;;;;-1;0;0;0;0;0;0;1
581;134;23;Elon Musk makes bold prediction about Canadian PM Justin Trudeau's future, says he will be gone in upcoming election;1;-1;-1;;;;;-1;-1;;;;;;-1;1;0;0;0;0;0;1
582;135;24;ING Comments on Euro, Sterling, Poland's Zloty, Czech Republic's Koruna;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
583;136;27;Oxford University student was 'cancelled' before suicide, inquest hears;1;-1;;;;-1;;-1;;;;;;;;0;0;0;0;0;0;0
584;137;28;Europe's economic powerhouse is imploding... and it leaves Britain DANGEROUSLY exposed - Stephen Pound;1;-1;-1;-1;-1;-1;-1;-1;;;;;;;-1;0;0;0;0;0;0;1
585;138;29;Germany's bumpy road to a snap election;1;-1;-1;0;0;-1;-1;-1;-1;-1;0;0;-1;-1;-1;1;1;1;1;1;1;1
586;139;30;Stock markets waver after US election rally, rate cut;0;;;;;;;-1;;;;;;;-1;0;0;0;0;0;0;1
587;140;31;Stock markets mixed after US election rally, rate cut;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
588;141;32;US stocks hit fresh records as European bourses retreat;1;;;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
