"source","evaluator","dataset","datapoint","smm_consistency","atc_coalition","atc_spd","atc_fdp","atc_green","atc_scholz","atc_lindner","atc_habeck","smm_coalition","smm_spd","smm_fdp","smm_green","smm_scholz","smm_lindner","smm_habeck","comment","datapoint_new"
"meval","Llama","newspaper_D-Day_processed.json",146,1,"-1","0","0","0","0","1","-1","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_146"
"meval","Llama","newspaper_D-Day_processed.json",147,1,"0","0","-1","0","0","-1","0","0","NONE","-1","NONE","NONE","-1","NONE",,"newspaper_D-Day_processed.json_147"
"meval","Llama","newspaper_D-Day_processed.json",148,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_148"
"meval","Llama","newspaper_D-Day_processed.json",149,1,"-1","NONE","-1","NONE","NONE","-1","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_149"
"meval","Llama","newspaper_D-Day_processed.json",150,1,"0","NONE","-1","NONE","NONE","-1","NONE","-1","NONE","-1","NONE","NONE","-1","NONE",,"newspaper_D-Day_processed.json_150"
"meval","Llama","newspaper_D-Day_processed.json",152,1,"1","NONE","-1","NONE","NONE","-1","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_152"
"meval","Llama","newspaper_D-Day_processed.json",153,1,"-1","0","-1","1","0","-1","0","-1","0","-1","0","0","NONE","0",,"newspaper_D-Day_processed.json_153"
"meval","Llama","newspaper_D-Day_processed.json",160,1,"0","-1","-1","0","-1","-1","0","-1","1","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_160"
"meval","Llama","newspaper_D-Day_processed.json",163,1,"-1","-1","1","-1","-1","1","0","-1","-1","1","-1","-1","1","0",,"newspaper_D-Day_processed.json_163"
"meval","Llama","newspaper_D-Day_processed.json",165,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","-1","NONE","-1","1","NONE","-1","NONE",,"newspaper_D-Day_processed.json_165"
"meval","Llama","newspaper_D-Day_processed.json",166,1,"0","0","-1","0","0","-1","0","0","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_166"
"meval","Llama","newspaper_D-Day_processed.json",167,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","-1","NONE","-1","NONE","NONE","-1","NONE",,"newspaper_D-Day_processed.json_167"
"meval","Llama","newspaper_D-Day_processed.json",168,1,"0","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_168"
"meval","Llama","newspaper_D-Day_processed.json",169,1,"1","1","-1","0","1","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_169"
"meval","Llama","newspaper_D-Day_processed.json",170,1,"-1","-1","1","-1","-1","1","0","-1","-1","1","-1","-1","1","0",,"newspaper_D-Day_processed.json_170"
"meval","Llama","newspaper_D-Day_processed.json",183,1,"0","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_183"
"meval","Llama","newspaper_D-Day_processed.json",186,1,"0","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_186"
"meval","Llama","newspaper_D-Day_processed.json",189,1,"-1","-1","1","NONE","-1","-1","NONE","-1","0","-1","0","-1","-1","0",,"newspaper_D-Day_processed.json_189"
"meval","Llama","newspaper_D-Day_processed.json",190,1,"1","0","-1","NONE","0","-1","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_190"
"meval","Llama","newspaper_D-Day_processed.json",205,1,"-1","0","-1","0","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_205"
"meval","Llama","newspaper_D-Day_processed.json",211,1,"-1","0","-1","NONE","0","-1","NONE","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_211"
"meval","Llama","newspaper_D-Day_processed.json",215,1,"0","-1","1","0","-1","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_215"
"meval","Llama","newspaper_D-Day_processed.json",223,1,"0","0","1","0","0","1","0","-1","0","1","0","0","1","0",,"newspaper_D-Day_processed.json_223"
"meval","Llama","newspaper_D-Day_processed.json",224,1,"-1","0","-1","NONE","1","-1","NONE","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_224"
"meval","Llama","newspaper_D-Day_processed.json",229,1,"-1","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_229"
"meval","Llama","newspaper_D-Day_processed.json",237,1,"0","0","-1","NONE","0","-1","NONE","-1","NONE","-1","NONE","0","-1","NONE",,"newspaper_D-Day_processed.json_237"
"meval","Llama","newspaper_D-Day_processed.json",240,1,"-1","0","-1","0","1","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_240"
"meval","Llama","newspaper_D-Day_processed.json",241,1,"-1","-1","1","0","-1","-1","0","0","NONE","1","NONE","NONE","0","NONE",,"newspaper_D-Day_processed.json_241"
"meval","Llama","newspaper_D-Day_processed.json",245,1,"-1","1","-1","1","1","-1","NONE","-1","-1","-1","0","-1","-1","0",,"newspaper_D-Day_processed.json_245"
"meval","Llama","newspaper_D-Day_processed.json",248,1,"0","0","1","0","0","1","0","-1","0","0","0","0","1","0",,"newspaper_D-Day_processed.json_248"
"meval","Llama","newspaper_D-Day_processed.json",256,1,"-1","0","-1","0","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_256"
"meval","Llama","newspaper_D-Day_processed.json",258,0,"-1","0","-1","0","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_258"
"meval","Llama","newspaper_D-Day_processed.json",259,1,"-1","0","-1","0","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_259"
"meval","Llama","newspaper_D-Day_processed.json",262,1,"-1","0","-1","0","0","-1","NONE","-1","0","-1","NONE","-1","-1","NONE",,"newspaper_D-Day_processed.json_262"
"meval","Llama","newspaper_D-Day_processed.json",275,1,"-1","NONE","-1","NONE","NONE","-1","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_275"
"meval","Llama","newspaper_D-Day_processed.json",276,1,"0","1","-1","1","1","-1","NONE","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_276"
"meval","Llama","newspaper_D-Day_processed.json",285,1,"-1","-1","1","-1","-1","1","0","-1","-1","1","-1","-1","1","0",,"newspaper_D-Day_processed.json_285"
"meval","Llama","newspaper_D-Day_processed.json",286,1,"0","0","-1","0","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_286"
"meval","Llama","newspaper_D-Day_processed.json",290,1,"0","NONE","-1","NONE","NONE","-1","NONE","-1","NONE","-1","NONE","NONE","-1","NONE",,"newspaper_D-Day_processed.json_290"
"meval","Llama","newspaper_D-Day_processed.json",302,1,"-1","0","-1","0","0","-1","NONE","-1","-1","-1","0","-1","0","0",,"newspaper_D-Day_processed.json_302"
"meval","Llama","newspaper_D-Day_processed.json",304,1,"-1","0","-1","0","0","-1","NONE","-1","0","-1","NONE","-1","-1","NONE",,"newspaper_D-Day_processed.json_304"
"meval","Llama","newspaper_D-Day_processed.json",306,1,"0","NONE","-1","NONE","NONE","-1","NONE","0","NONE","-1","NONE","NONE","0","NONE",,"newspaper_D-Day_processed.json_306"
"meval","Llama","newspaper_D-Day_processed.json",310,1,"-1","1","-1","0","1","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_310"
"meval","Llama","newspaper_D-Day_processed.json",312,1,"-1","0","-1","0","0","-1","NONE","-1","-1","-1","NONE","-1","-1","NONE",,"newspaper_D-Day_processed.json_312"
"meval","Llama","newspaper_D-Day_processed.json",316,1,"-1","0","1","0","0","1","NONE","-1","0","1","0","-1","1","0",,"newspaper_D-Day_processed.json_316"
"meval","Llama","newspaper_D-Day_processed.json",320,1,"-1","-1","1","0","-1","1","0","-1","-1","1","-1","0","1","0",,"newspaper_D-Day_processed.json_320"
"meval","Llama","newspaper_D-Day_processed.json",331,1,"-1","1","-1","NONE","1","-1","NONE","-1","-1","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_331"
"meval","Llama","newspaper_D-Day_processed.json",334,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_334"
"meval","Llama","newspaper_D-Day_processed.json",344,1,"-1","-1","-1","0","-1","-1","0","1","-1","-1","0","0","0","0",,"newspaper_D-Day_processed.json_344"
"meval","Llama","newspaper_D-Day_processed.json",354,1,"0","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_354"
"meval","Llama","newspaper_D-Day_processed.json",359,1,"1","-1","-1","-1","-1","-1","-1","1","0","-1","-1","0","-1","NONE",,"newspaper_D-Day_processed.json_359"
"meval","Llama","newspaper_D-Day_processed.json",360,1,"0","0","-1","0","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_360"
"meval","Llama","newspaper_D-Day_processed.json",365,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_365"
"meval","Llama","newspaper_D-Day_processed.json",373,1,"1","NONE","-1","NONE","NONE","-1","NONE","0","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_373"
"meval","Llama","newspaper_D-Day_processed.json",374,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_374"
"meval","Llama","newspaper_D-Day_processed.json",377,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_377"
"meval","Llama","newspaper_D-Day_processed.json",386,1,"-1","0","-1","0","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_386"
"meval","Llama","newspaper_D-Day_processed.json",394,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_394"
"meval","Llama","newspaper_D-Day_processed.json",441,1,"-1","-1","1","0","-1","1","0","-1","-1","1","-1","-1","0","0",,"newspaper_D-Day_processed.json_441"
"meval","Llama","newspaper_D-Day_processed.json",443,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_443"
"meval","Llama","newspaper_D-Day_processed.json",444,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_444"
"meval","Llama","newspaper_D-Day_processed.json",446,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_446"
"meval","Llama","newspaper_D-Day_processed.json",450,1,"-1","0","-1","0","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_450"
"meval","Llama","newspaper_D-Day_processed.json",453,1,"-1","NONE","-1","-1","NONE","1","NONE","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_453"
"meval","Llama","newspaper_D-Day_processed.json",454,1,"0","0","-1","0","0","-1","0","-1","-1","-1","-1","-1","-1","0",,"newspaper_D-Day_processed.json_454"
"meval","Llama","newspaper_D-Day_processed.json",472,1,"-1","NONE","1","NONE","NONE","1","NONE","-1","-1","-1","-1","0","-1","0",,"newspaper_D-Day_processed.json_472"
"meval","Llama","newspaper_D-Day_processed.json",474,1,"1","0","-1","0","0","-1","0","-1","NONE","-1","0","NONE","-1","NONE",,"newspaper_D-Day_processed.json_474"
"meval","Llama","newspaper_D-Day_processed.json",475,1,"-1","-1","-1","-1","0","1","0","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_475"
"meval","Llama","newspaper_D-Day_processed.json",476,1,"0","-1","-1","0","-1","-1","0","0","0","-1","0","0","-1","NONE",,"newspaper_D-Day_processed.json_476"
"meval","Llama","newspaper_D-Day_processed.json",477,1,"-1","-1","-1","-1","0","0","0","-1","-1","-1","-1","0","1","0",,"newspaper_D-Day_processed.json_477"
"meval","Llama","newspaper_D-Day_processed.json",478,1,"-1","1","-1","1","0","-1","0","1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_478"
"meval","Llama","newspaper_D-Day_processed.json",479,1,"-1","-1","-1","-1","-1","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_479"
"meval","Llama","newspaper_D-Day_processed.json",480,1,"-1","1","-1","1","0","0","0","1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_480"
"meval","Llama","newspaper_D-Day_processed.json",481,1,"-1","0","-1","0","1","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_481"
"meval","Llama","newspaper_D-Day_processed.json",482,1,"-1","0","-1","0","1","-1","0","-1","0","-1","0","1","-1","0",,"newspaper_D-Day_processed.json_482"
"meval","Llama","newspaper_D-Day_processed.json",484,1,"-1","0","-1","0","1","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_484"
"meval","Llama","newspaper_D-Day_processed.json",488,1,"-1","0","-1","0","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_488"
"meval","Llama","newspaper_D-Day_processed.json",489,1,"1","0","-1","0","1","-1","0","-1","0","-1","NONE","0","-1","NONE",,"newspaper_D-Day_processed.json_489"
"meval","Llama","newspaper_D-Day_processed.json",490,1,"-1","0","1","0","0","1","0","-1","NONE","1","NONE","NONE","1","NONE",,"newspaper_D-Day_processed.json_490"
"meval","Llama","newspaper_D-Day_processed.json",491,1,"-1","0","0","0","0","0","0","-1","0","0","0","0","0","0",,"newspaper_D-Day_processed.json_491"
"meval","Llama","newspaper_D-Day_processed.json",493,1,"-1","0","-1","0","0","-1","0","-1","NONE","-1","NONE","NONE","-1","NONE",,"newspaper_D-Day_processed.json_493"
"meval","Llama","newspaper_D-Day_processed.json",495,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","1","NONE","-1","NONE","NONE","NONE","NONE",,"newspaper_D-Day_processed.json_495"
"meval","Llama","newspaper_D-Day_processed.json",496,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","-1","0","-1","0","0","-1","0",,"newspaper_D-Day_processed.json_496"
"meval","Llama","newspaper_D-Day_processed.json",497,1,"-1","-1","-1","0","-1","0","0","0","0","-1","0","0","0","0",,"newspaper_D-Day_processed.json_497"
"meval","Llama","newspaper_D-Day_processed.json",498,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","-1","NONE","-1","NONE","NONE","-1","NONE",,"newspaper_D-Day_processed.json_498"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",1,1,"-1","-1","-1","0","-1","-1","0","-1","0","-1","0","-1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_1"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",2,1,"-1","1","-1","1","1","-1","1","-1","1","-1","1","1","-1","1",,"newspaper_Ampel_Koalition am Ende_52_processed.json_2"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",3,1,"-1","-1","-1","0","-1","-1","0","-1","-1","-1","0","-1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_3"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",4,1,"-1","-1","1","0","-1","1","0","-1","0","-1","0","-1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_4"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",8,1,"-1","0","0","0","-1","-1","0","-1","0","0","0","-1","NONE","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_8"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",9,1,"-1","0","0","0","-1","-1","0","-1","0","0","0","-1","NONE","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_9"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",10,1,"-1","-1","-1","0","-1","0","0","-1","-1","-1","0","-1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_10"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",11,1,"-1","-1","1","0","-1","1","0","-1","0","-1","NONE","-1","-1","NONE",,"newspaper_Ampel_Koalition am Ende_52_processed.json_11"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",12,1,"-1","0","0","1","0","0","0","-1","NONE","0","1","NONE","0","NONE",,"newspaper_Ampel_Koalition am Ende_52_processed.json_12"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",13,1,"-1","1","-1","0","1","-1","0","-1","-1","-1","0","-1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_13"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",14,1,"1","1","-1","1","1","-1","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_Ampel_Koalition am Ende_52_processed.json_14"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",16,1,"-1","0","-1","0","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_Ampel_Koalition am Ende_52_processed.json_16"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",17,1,"-1","0","-1","0","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_Ampel_Koalition am Ende_52_processed.json_17"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",18,1,"-1","-1","-1","0","-1","-1","0","-1","-1","-1","-1","-1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_18"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",19,1,"1","1","-1","1","1","-1","0","-1","0","-1","0","-1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_19"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",27,1,"-1","1","-1","NONE","1","-1","NONE","-1","1","-1","0","1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_27"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",28,1,"-1","-1","-1","0","-1","-1","0","-1","-1","-1","0","-1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_28"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",29,1,"-1","-1","1","0","-1","1","0","-1","0","1","0","-1","1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_29"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",30,1,"-1","-1","1","0","-1","1","0","-1","0","1","NONE","-1","1","NONE",,"newspaper_Ampel_Koalition am Ende_52_processed.json_30"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",31,1,"-1","-1","NONE","1","-1","NONE","0","-1","0","NONE","1","-1","NONE","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_31"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",32,1,"0","1","-1","1","1","-1","NONE","-1","1","-1","1","1","-1","NONE",,"newspaper_Ampel_Koalition am Ende_52_processed.json_32"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",33,1,"-1","-1","0","-1","-1","0","-1","-1","-1","0","-1","-1","0","-1",,"newspaper_Ampel_Koalition am Ende_52_processed.json_33"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",34,1,"-1","-1","-1","0","-1","-1","0","-1","-1","-1","0","-1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_34"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",35,1,"-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","-1","0","-1",,"newspaper_Ampel_Koalition am Ende_52_processed.json_35"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",36,1,"-1","1","-1","1","1","-1","1","-1","1","-1","1","1","-1","1",,"newspaper_Ampel_Koalition am Ende_52_processed.json_36"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",37,1,"1","0","-1","0","1","-1","0","1","0","-1","0","1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_37"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",38,1,"-1","0","-1","1","0","-1","0","-1","0","-1","0","0","0","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_38"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",39,1,"1","0","-1","0","0","-1","0","1","0","-1","0","1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_39"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",42,1,"-1","-1","-1","0","-1","-1","0","1","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_Ampel_Koalition am Ende_52_processed.json_42"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",43,1,"1","NONE","NONE","NONE","NONE","NONE","NONE","1","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_Ampel_Koalition am Ende_52_processed.json_43"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",44,1,"-1","0","-1","1","0","-1","0","-1","0","-1","1","0","0","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_44"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",45,1,"-1","-1","-1","-1","-1","0","-1","-1","0","-1","0","-1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_45"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",46,1,"-1","-1","-1","0","-1","-1","0","-1","-1","-1","0","-1","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_46"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",48,1,"-1","0","-1","1","0","-1","0","-1","1","-1","1","NONE","-1","NONE",,"newspaper_Ampel_Koalition am Ende_52_processed.json_48"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",49,1,"1","-1","-1","0","-1","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_Ampel_Koalition am Ende_52_processed.json_49"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",50,1,"-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",,"newspaper_Ampel_Koalition am Ende_52_processed.json_50"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",51,1,"-1","-1","-1","1","-1","-1","0","-1","0","-1","1","0","-1","NONE",,"newspaper_Ampel_Koalition am Ende_52_processed.json_51"
"meval","Llama","newspaper_Ampel_Koalition am Ende_52_processed.json",53,1,"-1","0","0","0","0","0","0","0","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_Ampel_Koalition am Ende_52_processed.json_53"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",1,1,"-1","0","0","1","0","0","1","0","0","0","0","0","0","0",,"newspaper_koalitionskrise_52_processed.json_1"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",11,1,"-1","-1","1","-1","0","1","0","-1","-1","1","-1","0","1","0",,"newspaper_koalitionskrise_52_processed.json_11"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",13,1,"-1","-1","0","0","0","0","0","0","0","0","0","0","0","0",,"newspaper_koalitionskrise_52_processed.json_13"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",14,1,"0","0","0","0","0","0","0","0","0","0","0","1","0","0",,"newspaper_koalitionskrise_52_processed.json_14"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",15,1,"-1","0","0","0","0","0","0","-1","0","-1","0","0","-1","0",,"newspaper_koalitionskrise_52_processed.json_15"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",16,1,"-1","-1","-1","-1","0","0","0","-1","-1","-1","-1","0","0","0",,"newspaper_koalitionskrise_52_processed.json_16"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",17,1,"-1","0","-1","0","1","-1","0","-1","-1","-1","-1","1","-1","1",,"newspaper_koalitionskrise_52_processed.json_17"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",18,1,"0","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_koalitionskrise_52_processed.json_18"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",19,1,"-1","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","NONE",,"newspaper_koalitionskrise_52_processed.json_19"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",20,1,"0","NONE","NONE","NONE","NONE","NONE","NONE","0","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_koalitionskrise_52_processed.json_20"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",22,1,"1","1","-1","0","1","-1","0","-1","1","-1","1","1","-1","0",,"newspaper_koalitionskrise_52_processed.json_22"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",23,1,"-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","1","-1","1",,"newspaper_koalitionskrise_52_processed.json_23"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",26,1,"1","0","-1","NONE","0","-1","NONE","1","0","-1","0","1","-1","0",,"newspaper_koalitionskrise_52_processed.json_26"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",28,1,"-1","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_koalitionskrise_52_processed.json_28"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",29,1,"-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0",,"newspaper_koalitionskrise_52_processed.json_29"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",30,1,"-1","0","NONE","NONE","-1","NONE","NONE","NONE","0","NONE","NONE","0","NONE","NONE",,"newspaper_koalitionskrise_52_processed.json_30"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",33,1,"-1","1","-1","1","1","-1","1","-1","1","-1","1","1","-1","1",,"newspaper_koalitionskrise_52_processed.json_33"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",36,1,"-1","0","0","0","0","0","1","-1","-1","-1","-1","1","0","0",,"newspaper_koalitionskrise_52_processed.json_36"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",38,1,"-1","0","0","1","0","0","1","-1","-1","-1","-1","0","0","0",,"newspaper_koalitionskrise_52_processed.json_38"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",39,1,"-1","0","-1","0","-1","-1","0","-1","-1","-1","0","-1","-1","0",,"newspaper_koalitionskrise_52_processed.json_39"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",40,1,"-1","0","-1","1","-1","-1","-1","-1","0","-1","0","0","-1","0",,"newspaper_koalitionskrise_52_processed.json_40"
"meval","Llama","newspaper_koalitionskrise_52_processed.json",42,1,"-1","0","-1","0","-1","-1","0","-1","-1","-1","0","-1","-1","0",,"newspaper_koalitionskrise_52_processed.json_42"
